DRUG_NAME,ModelID,COSMIC_ID,CELL_LINE_NAME,TCGA_DESC,LN_IC50
MIM1,ACH-000926,907287,HT55,COREAD,4.900947
MIM1,ACH-000927,946359,BT-474,BRCA,5.176095
MIM1,ACH-000932,908444,SNU-1,STAD,3.669264
MIM1,ACH-000934,908121,MDA-MB-361,BRCA,5.309837
MIM1,ACH-000935,1240173,MDST8,COREAD,2.102036
MIM1,ACH-000937,909260,PF-382,ALL,3.164553
MIM1,ACH-000938,908158,NALM-6,UNCLASSIFIED,2.859664
MIM1,ACH-000939,909732,SK-UT-1,UNCLASSIFIED,3.493912
MIM1,ACH-000940,910781,AN3-CA,UCEC,4.103814
MIM1,ACH-000943,909698,RKO,COREAD,3.815125
MIM1,ACH-000944,908159,NAMALWA,UNCLASSIFIED,3.378393
MIM1,ACH-000945,722066,NCI-H650,LUAD,5.534128
MIM1,ACH-000948,910924,23132-87,STAD,4.3256
MIM1,ACH-000949,909770,TGBC11TKB,STAD,5.599076
MIM1,ACH-000950,907790,LoVo,COREAD,5.455659
MIM1,ACH-000951,687819,NCI-H2342,LUAD,5.489372
MIM1,ACH-000953,909743,SUP-T1,ALL,4.798681
MIM1,ACH-000955,1660034,SNU-407,COREAD,4.724067
MIM1,ACH-000956,924100,22RV1,PRAD,4.771285
MIM1,ACH-000957,998189,LS-180,COREAD,4.520325
MIM1,ACH-000958,909751,SW48,COREAD,4.589978
MIM1,ACH-000960,909696,REH,UNCLASSIFIED,3.850505
MIM1,ACH-000962,909257,OC-314,OV,4.856267
MIM1,ACH-000963,1240123,CCK-81,COREAD,4.125087
MIM1,ACH-000965,930082,RL95-2,UNCLASSIFIED,4.598845
MIM1,ACH-000966,905968,IGROV-1,OV,2.738663
MIM1,ACH-000968,906814,COLO-792,SKCM,4.343044
MIM1,ACH-000969,905989,KM12,COREAD,3.174489
MIM1,ACH-000970,1674021,SNU-C5,COREAD,3.736042
MIM1,ACH-000971,905936,HCT-116,COREAD,3.372468
MIM1,ACH-000973,906798,639-V,BLCA,3.678503
MIM1,ACH-000974,909735,SNG-M,UCEC,3.410403
MIM1,ACH-000976,907069,HuCCT1,UNCLASSIFIED,6.352124
MIM1,ACH-000977,907788,LNCaP-Clone-FGC,PRAD,3.172673
MIM1,ACH-000978,1240127,EN,UCEC,3.838013
MIM1,ACH-000979,905935,DU-145,PRAD,3.552652
MIM1,ACH-000980,908467,NCI-H1155,UNCLASSIFIED,3.012523
MIM1,ACH-000981,1297446,DND-41,ALL,2.84536
MIM1,ACH-000983,1330931,KCL-22,LCML,2.934461
MIM1,ACH-000985,907794,LS-411N,COREAD,4.68934
MIM1,ACH-000987,908128,Mewo,SKCM,5.449246
MIM1,ACH-000988,1240174,MFE-319,UCEC,3.633685
MIM1,ACH-000989,1659928,SNU-175,COREAD,2.39273
MIM1,ACH-000995,998184,Jurkat,ALL,1.441519
MIM1,ACH-000997,905937,HCT-15,COREAD,3.430664
MIM1,ACH-000998,910554,CW-2,COREAD,3.759099
MIM1,ACH-001016,906746,Becker,GBM,3.062712
MIM1,ACH-001021,910850,C3A,LIHC,6.802255
MIM1,ACH-001023,910568,CGTH-W-1,THCA,4.707477
MIM1,ACH-001024,910853,CHL-1,SKCM,3.417304
MIM1,ACH-001039,905961,COLO-205,COREAD,4.393579
MIM1,ACH-001049,753547,CPC-N,SCLC,3.319467
MIM1,ACH-001063,1479987,DOV13,OV,4.162336
MIM1,ACH-001064,906846,EB2,UNCLASSIFIED,2.453094
MIM1,ACH-001065,906862,EVSA-T,BRCA,2.586128
MIM1,ACH-001081,905971,HCC2998,COREAD,2.518618
MIM1,ACH-001086,1298134,HeLa,CESC,2.95701
MIM1,ACH-001089,907057,HLE,LIHC,3.13304
MIM1,ACH-001106,1330933,KOPN-8,UNCLASSIFIED,1.276595
MIM1,ACH-001107,1298216,KP-1N,PAAD,2.227958
MIM1,ACH-001118,949094,M059J,GBM,3.859361
MIM1,ACH-001125,908144,MOG-G-CCM,LGG,4.465229
MIM1,ACH-001126,908145,MOG-G-UVW,LGG,3.916476
MIM1,ACH-001127,905958,MOLT-4,ALL,2.683181
MIM1,ACH-001131,753594,MS-1,SCLC,3.645593
MIM1,ACH-001137,908476,NCI-H1993,LUAD,4.718646
MIM1,ACH-001138,688014,NCI-H2141,SCLC,5.839176
MIM1,ACH-001151,905969,OVCAR-5,OV,4.890969
MIM1,ACH-001182,909701,RPMI-6666,UNCLASSIFIED,2.969875
MIM1,ACH-001189,909716,SJRH30,UNCLASSIFIED,4.362411
MIM1,ACH-001190,905955,SK-MEL-2,SKCM,4.746987
MIM1,ACH-001193,909731,SK-PN-DW,UNCLASSIFIED,3.427993
MIM1,ACH-001199,909740,SNU-C2B,COREAD,5.063675
MIM1,ACH-001203,1331039,SUP-HD1,UNCLASSIFIED,2.809221
MIM1,ACH-001208,905980,TK10,KIRC,6.399415
MIM1,ACH-001227,1299052,SCC90,HNSC,6.121604
MIM1,ACH-001233,713869,VMRC-LCD,LUAD,6.208811
MIM1,ACH-001274,909759,SW982,UNCLASSIFIED,3.730012
MIM1,ACH-001306,906795,8305C,THCA,4.778098
MIM1,ACH-001307,924102,8505C,THCA,2.967986
MIM1,ACH-001331,1290724,BICR10,HNSC,4.615195
MIM1,ACH-001332,1240122,BICR78,HNSC,4.105884
MIM1,ACH-001333,687505,C-33-A,CESC,3.052066
MIM1,ACH-001334,687506,C-4-I,CESC,4.209329
MIM1,ACH-001336,906824,Ca-Ski,CESC,3.405755
MIM1,ACH-001338,910941,CHP-134,NB,1.926467
MIM1,ACH-001341,906843,DoTc2-4510,CESC,2.566455
MIM1,ACH-001344,906872,GI-ME-N,NB,3.189106
MIM1,ACH-001345,907291,GP5d,COREAD,4.148525
MIM1,ACH-001350,924151,HTC-C3,THCA,5.130396
MIM1,ACH-001359,687514,ME-180,CESC,3.791216
MIM1,ACH-001360,1240179,MS751,CESC,3.305099
MIM1,ACH-001365,1240193,NCI-H847,SCLC,3.687245
MIM1,ACH-001368,1503363,OACM5-1,ESCA,5.530146
MIM1,ACH-001374,909255,PA-1,UNCLASSIFIED,3.286886
MIM1,ACH-001383,1330993,PWR-1E,PRAD,4.826512
MIM1,ACH-001384,930083,RO82-W-1,THCA,5.945348
MIM1,ACH-001399,909753,SW626,OV,6.226089
MIM1,ACH-001401,909744,SW13,ACC,2.454333
MIM1,ACH-001402,724839,SW756,CESC,5.432807
MIM1,ACH-001417,909779,UMC-11,UNCLASSIFIED,2.960485
MIM1,ACH-001443,1290722,ASH-3,THCA,3.20273
MIM1,ACH-001453,924105,BPH-1,UNCLASSIFIED,3.684811
MIM1,ACH-001489,1322212,COR-L32,SCLC,3.364069
MIM1,ACH-001496,1503366,ESO26,ESCA,4.396381
MIM1,ACH-001497,1503367,ESO51,ESCA,5.704362
MIM1,ACH-001500,1503361,FLO-1,ESCA,3.644121
MIM1,ACH-001517,907051,HEC-1,UCEC,4.296516
MIM1,ACH-001519,907290,H-EMC-SS,UNCLASSIFIED,4.528522
MIM1,ACH-001525,907068,HT-3,CESC,2.485895
MIM1,ACH-001526,907072,HuO9,UNCLASSIFIED,2.058952
MIM1,ACH-001528,1240154,IHH-4,THCA,2.552094
MIM1,ACH-001544,1503368,KYAE-1,ESCA,4.312937
MIM1,ACH-001549,713899,LU-135,SCLC,3.675914
MIM1,ACH-001578,908441,NCCIT,,3.055987
MIM1,ACH-001599,688026,NCI-H64,SCLC,3.855897
MIM1,ACH-001603,908447,NH-12,NB,4.639148
MIM1,ACH-001626,1240196,OSC-20,HNSC,5.630252
MIM1,ACH-001630,1480372,PEO1,OV,4.821414
MIM1,ACH-001638,1330995,RC-K8,DLBC,2.605376
MIM1,ACH-001641,1299050,SAT,HNSC,5.102158
MIM1,ACH-001642,910930,SCC-3,DLBC,2.187078
MIM1,ACH-001650,1240212,SISO,CESC,2.780113
MIM1,ACH-001653,1503364,SK-GT-2,STAD,2.488291
MIM1,ACH-001654,1503365,SK-GT-4,ESCA,7.290418
MIM1,ACH-001655,1240215,SKN,UNCLASSIFIED,4.744072
MIM1,ACH-001674,910780,TGW,NB,2.750444
MIM1,ACH-001680,909777,U-698-M,UNCLASSIFIED,2.081141
MIM1,ACH-001702,688121,VA-ES-BJ,UNCLASSIFIED,5.758524
MIM1,ACH-001703,1331048,VAL,DLBC,2.182874
MIM1,ACH-001709,909785,WSU-NHL,UNCLASSIFIED,2.686241
MIM1,ACH-001711,683667,PFSK-1,MB,3.095468
MIM1,ACH-001715,906827,CAL-72,UNCLASSIFIED,3.017965
MIM1,ACH-001716,906875,GOTO,NB,2.218684
MIM1,ACH-001738,905952,CCRF-CEM,ALL,2.575323
MIM1,ACH-002091,924107,CAL-39,CESC,4.881216
MIM1,ACH-002094,1303912,CHSA8926,UNCLASSIFIED,4.31464
MIM1,ACH-002099,1290795,CS1,UNCLASSIFIED,4.443667
MIM1,ACH-002102,1503370,EMC-BAC-2,LUAD,3.131142
MIM1,ACH-002103,949158,ES1,UNCLASSIFIED,4.580275
MIM1,ACH-002105,949156,ES4,UNCLASSIFIED,2.724426
MIM1,ACH-002107,949157,ES6,UNCLASSIFIED,6.20859
MIM1,ACH-002108,684059,ES7,UNCLASSIFIED,2.285472
MIM1,ACH-002109,949155,ES8,UNCLASSIFIED,2.66442
MIM1,ACH-002110,949163,EW-1,UNCLASSIFIED,2.171221
MIM1,ACH-002111,684062,EW-11,UNCLASSIFIED,4.123173
MIM1,ACH-002113,949166,EW-13,UNCLASSIFIED,4.461415
MIM1,ACH-002114,949165,EW-16,UNCLASSIFIED,3.753257
MIM1,ACH-002115,949164,EW-18,UNCLASSIFIED,2.624215
MIM1,ACH-002116,949167,EW-22,UNCLASSIFIED,2.599436
MIM1,ACH-002117,949168,EW-24,UNCLASSIFIED,4.427074
MIM1,ACH-002118,949161,EW-3,UNCLASSIFIED,3.663204
MIM1,ACH-002119,949160,EW-7,UNCLASSIFIED,2.611162
MIM1,ACH-002120,910932,GAK,SKCM,3.840742
MIM1,ACH-002123,1290808,NCI-H2369,MESO,4.169605
MIM1,ACH-002124,1290809,NCI-H2373,MESO,3.733858
MIM1,ACH-002125,1290810,NCI-H2461,MESO,6.903493
MIM1,ACH-002126,1240131,NCI-H2591,MESO,3.791886
MIM1,ACH-002127,1240132,NCI-H2595,MESO,5.341123
MIM1,ACH-002128,1290812,NCI-H2722,MESO,4.318386
MIM1,ACH-002129,1240134,NCI-H2731,MESO,2.393836
MIM1,ACH-002130,1290813,NCI-H2795,MESO,3.856365
MIM1,ACH-002134,1290814,NCI-H2818,MESO,3.891583
MIM1,ACH-002138,1240141,NCI-H513,MESO,4.958829
MIM1,ACH-002140,1479988,Hey,OV,3.583263
MIM1,ACH-002141,1322224,HSC-39,STAD,4.270018
MIM1,ACH-002142,909977,HuO-3N1,UNCLASSIFIED,4.583463
MIM1,ACH-002143,907172,IST-MEL1,SKCM,3.500557
MIM1,ACH-002145,753565,IST-SL2,SCLC,3.017971
MIM1,ACH-002148,924238,K5,THCA,4.891153
MIM1,ACH-002149,924186,KGN,UNCLASSIFIED,4.508892
MIM1,ACH-002155,753585,LB996-RCC,KIRC,4.180623
MIM1,ACH-002156,1298223,LC-1-sq,LUSC,5.780111
MIM1,ACH-002158,907796,LU-99A,UNCLASSIFIED,4.639286
MIM1,ACH-002159,905975,M14,SKCM,3.721885
MIM1,ACH-002161,908139,MKN28,STAD,3.250688
MIM1,ACH-002163,908151,MRK-nu-1,BRCA,3.407853
MIM1,ACH-002170,1298349,NCI-H1688,SCLC,5.098463
MIM1,ACH-002172,905967,NCI-H322M,LUAD,3.295631
MIM1,ACH-002174,687600,NCI-H720,UNCLASSIFIED,3.574898
MIM1,ACH-002177,753607,NCI-H835,UNCLASSIFIED,3.799424
MIM1,ACH-002178,910849,NY,UNCLASSIFIED,4.371735
MIM1,ACH-002179,909256,OCUB-M,BRCA,3.028828
MIM1,ACH-002181,1480364,OVCA420,OV,5.241539
MIM1,ACH-002183,1240200,OVMIU,OV,5.103247
MIM1,ACH-002184,1240202,PC-3_[JPC-3],LUAD,4.269019
MIM1,ACH-002186,1298533,PL4,PAAD,3.349634
MIM1,ACH-002191,1524416,RCC-JW,KIRC,4.840148
MIM1,ACH-002197,753610,SBC-3,SCLC,4.435611
MIM1,ACH-002199,905979,SN12C,KIRC,4.227467
MIM1,ACH-002201,946357,TC-YIK,UNCLASSIFIED,2.964884
MIM1,ACH-002205,1299078,WM1552C,SKCM,3.545129
MIM1,ACH-002206,1240226,WM278,SKCM,4.043666
MIM1,ACH-002207,1299080,WM35,SKCM,3.827704
MIM1,ACH-002209,910944,ALL-PO,ALL,2.970248
MIM1,ACH-002210,906765,ARH-77,MM,2.112322
MIM1,ACH-002211,910705,BALL-1,UNCLASSIFIED,1.212154
MIM1,ACH-002213,753532,BB49-HNC,HNSC,4.013589
MIM1,ACH-002214,910919,BC-1,DLBC,3.571697
MIM1,ACH-002216,906763,BE-13,ALL,2.293
MIM1,ACH-002217,753616,BE2-M17,NB,5.480083
MIM1,ACH-002218,910688,CESS,LAML,2.483695
MIM1,ACH-002219,910569,COLO-320-HSR,COREAD,1.222943
MIM1,ACH-002222,753548,CTV-1,LAML,2.617307
MIM1,ACH-002225,946368,D-263MG,GBM,3.034909
MIM1,ACH-002227,946370,D-392MG,GBM,4.014001
MIM1,ACH-002232,906838,DG-75,UNCLASSIFIED,2.734555
MIM1,ACH-002233,1789883,DiFi,COREAD,5.376484
MIM1,ACH-002234,910936,DOK,HNSC,3.675757
MIM1,ACH-002235,753552,DSH1,BLCA,3.560614
MIM1,ACH-002236,906847,EB-3,UNCLASSIFIED,2.458
MIM1,ACH-002237,906861,ETK-1,UNCLASSIFIED,4.484623
MIM1,ACH-002238,906877,GR-ST,ALL,2.778732
MIM1,ACH-002239,1240140,NCI-H3118,UNCLASSIFIED,5.878868
MIM1,ACH-002240,907043,H9,UNCLASSIFIED,2.604977
MIM1,ACH-002241,949153,HAL-01,ALL,2.867721
MIM1,ACH-002242,907044,HC-1,UNCLASSIFIED,3.532378
MIM1,ACH-002244,924111,HO-1-N-1,HNSC,2.957353
MIM1,ACH-002245,1322218,Hs-445,UNCLASSIFIED,4.007285
MIM1,ACH-002246,1240149,Hs-633T,UNCLASSIFIED,3.867825
MIM1,ACH-002247,753563,IM-9,MM,2.228785
MIM1,ACH-002248,907170,IMR-5,NB,3.06202
MIM1,ACH-002250,1240162,JHU-022,HNSC,2.742915
MIM1,ACH-002252,907268,JiyoyeP-2003,UNCLASSIFIED,2.228763
MIM1,ACH-002253,1327769,JSC-1,DLBC,3.479805
MIM1,ACH-002254,1327773,KARPAS-1106P,DLBC,3.048202
MIM1,ACH-002255,1327774,KARPAS-231,UNCLASSIFIED,1.500369
MIM1,ACH-002256,907272,KARPAS-45,ALL,2.240594
MIM1,ACH-002257,907279,KINGS-1,LGG,4.566134
MIM1,ACH-002258,907280,KMOE-2,LAML,2.894829
MIM1,ACH-002262,907300,KY821,LAML,3.723661
MIM1,ACH-002263,1240167,KYSE-220,ESCA,3.844475
MIM1,ACH-002264,1298222,KYSE-50,ESCA,3.58039
MIM1,ACH-002265,753583,LB771-HNC,HNSC,5.519655
MIM1,ACH-002266,753584,LB831-BLC,BLCA,3.75453
MIM1,ACH-002267,907787,LC4-1,ALL,2.025116
MIM1,ACH-002268,910694,LN-405,GBM,4.540997
MIM1,ACH-002271,925343,MFH-ino,UNCLASSIFIED,4.093882
MIM1,ACH-002272,908136,MHH-PREB-1,UNCLASSIFIED,1.483612
MIM1,ACH-002273,908141,ML-2,LAML,3.169616
MIM1,ACH-002274,908142,MLMA,UNCLASSIFIED,3.094343
MIM1,ACH-002275,908143,MN-60,UNCLASSIFIED,3.294431
MIM1,ACH-002277,1240181,NB(TU)1-10,NB,2.333501
MIM1,ACH-002278,949171,NB10,NB,3.62815
MIM1,ACH-002279,949172,NB12,NB,3.551802
MIM1,ACH-002280,949177,NB13,NB,2.595588
MIM1,ACH-002281,949178,NB14,NB,2.473967
MIM1,ACH-002285,949174,NB7,NB,3.216555
MIM1,ACH-002288,910942,NEC8,UNCLASSIFIED,2.295204
MIM1,ACH-002290,908448,NKM-1,LAML,3.380331
MIM1,ACH-002291,908454,NTERA-2-cl-D1,UNCLASSIFIED,4.962355
MIM1,ACH-002292,1503362,OACp4C,ESCA,4.391841
MIM1,ACH-002293,1330987,P32-ISH,UNCLASSIFIED,1.783186
MIM1,ACH-002295,1298529,PCI-30,HNSC,3.985048
MIM1,ACH-002300,910401,Ramos-2G6-4C10,UNCLASSIFIED,3.59853
MIM1,ACH-002301,909697,RF-48,STAD,3.958699
MIM1,ACH-002304,909729,SK-MG-1,GBM,2.974572
MIM1,ACH-002305,1299059,SKN-3,HNSC,3.167792
MIM1,ACH-002309,909754,SW684,UNCLASSIFIED,5.14003
MIM1,ACH-002310,909756,SW872,UNCLASSIFIED,4.16323
MIM1,ACH-002312,910695,TGBC24TKB,UNCLASSIFIED,6.143053
MIM1,ACH-002313,1331045,TK,DLBC,4.200389
MIM1,ACH-002314,909773,TUR,DLBC,3.854597
MIM1,ACH-002316,1331049,WIL2-NS,UNCLASSIFIED,1.615721
MIM1,ACH-002317,946358,YT,ALL,3.541366
MIRA-1,ACH-000001,905933,OVCAR-3,OV,5.600814
MIRA-1,ACH-000002,905938,HL-60,LAML,4.246983
MIRA-1,ACH-000004,907053,HEL,LAML,3.276358
MIRA-1,ACH-000006,908148,MONO-MAC-6,LAML,3.904133
MIRA-1,ACH-000007,907795,LS-513,COREAD,4.312196
MIRA-1,ACH-000008,910921,A101D,SKCM,3.592475
MIRA-1,ACH-000009,910700,C2BBe1,COREAD,7.268224
MIRA-1,ACH-000012,1240146,HCC-827,LUAD,7.465605
MIRA-1,ACH-000015,908471,NCI-H1581,UNCLASSIFIED,4.366597
MIRA-1,ACH-000018,724812,T24,BLCA,5.830664
MIRA-1,ACH-000019,905946,MCF7,BRCA,6.289278
MIRA-1,ACH-000020,908132,MHH-CALL-2,UNCLASSIFIED,1.927064
MIRA-1,ACH-000021,687802,NCI-H1693,LUAD,6.136847
MIRA-1,ACH-000023,1240201,PA-TU-8988T,PAAD,6.005827
MIRA-1,ACH-000024,909249,OPM-2,MM,3.801195
MIRA-1,ACH-000030,753608,PC-14,LUAD,6.452257
MIRA-1,ACH-000035,687800,NCI-H1650,LUAD,7.0741
MIRA-1,ACH-000040,687588,U-118-MG,GBM,6.029784
MIRA-1,ACH-000042,1298475,PANC-02-03,PAAD,6.485563
MIRA-1,ACH-000045,908156,MV-4-11,UNCLASSIFIED,3.091658
MIRA-1,ACH-000046,905950,ACHN,KIRC,4.443235
MIRA-1,ACH-000047,906869,GCIY,STAD,4.519975
MIRA-1,ACH-000048,1299070,TOV-112D,OV,5.485499
MIRA-1,ACH-000050,724825,NCI-H929,MM,2.403002
MIRA-1,ACH-000052,684052,A673,UNCLASSIFIED,4.226317
MIRA-1,ACH-000053,907273,KARPAS-299,UNCLASSIFIED,4.780154
MIRA-1,ACH-000054,907064,HT-1080,UNCLASSIFIED,5.937687
MIRA-1,ACH-000055,906834,D-283MED,MB,4.626329
MIRA-1,ACH-000056,906842,DOHH-2,DLBC,3.248985
MIRA-1,ACH-000058,1240178,ML-1,THCA,6.602838
MIRA-1,ACH-000059,1247871,SUP-B15,ALL,4.643953
MIRA-1,ACH-000060,925348,PANC-10-05,PAAD,8.10552
MIRA-1,ACH-000061,907056,HH,UNCLASSIFIED,4.911536
MIRA-1,ACH-000062,910931,RERF-LC-MS,LUAD,5.062291
MIRA-1,ACH-000065,1330983,OCI-AML5,LAML,2.811629
MIRA-1,ACH-000067,1240150,Hs-683,LGG,5.355976
MIRA-1,ACH-000070,906800,697,UNCLASSIFIED,1.760951
MIRA-1,ACH-000072,908126,MEG-01,LCML,2.990432
MIRA-1,ACH-000073,1303897,GRANTA-519,DLBC,4.889541
MIRA-1,ACH-000074,907311,KU812,LCML,3.452491
MIRA-1,ACH-000075,687590,U-87-MG,GBM,6.107295
MIRA-1,ACH-000078,908135,MHH-NB-11,NB,4.71343
MIRA-1,ACH-000081,906870,GDM-1,LAML,3.592703
MIRA-1,ACH-000082,1290807,G-292-Clone-A141B1,UNCLASSIFIED,6.032184
MIRA-1,ACH-000087,684072,SK-ES-1,UNCLASSIFIED,4.42918
MIRA-1,ACH-000090,905934,PC-3,PRAD,7.022381
MIRA-1,ACH-000091,1480362,OV-56,OV,6.321608
MIRA-1,ACH-000092,908462,NCI-H2452,MESO,6.623901
MIRA-1,ACH-000094,724869,HPAF-II,PAAD,6.463359
MIRA-1,ACH-000096,907299,G-401,UNCLASSIFIED,4.214374
MIRA-1,ACH-000098,906868,GAMG,LGG,5.452098
MIRA-1,ACH-000099,753620,SIMA,NB,3.215025
MIRA-1,ACH-000100,1240210,RH-41,UNCLASSIFIED,5.051128
MIRA-1,ACH-000101,907277,KE-37,ALL,2.296041
MIRA-1,ACH-000103,949090,Caov-4,OV,6.067115
MIRA-1,ACH-000104,907789,LOUCY,ALL,2.359232
MIRA-1,ACH-000105,1295740,ALL-SIL,ALL,2.932069
MIRA-1,ACH-000106,907269,JVM-2,CLL,3.524548
MIRA-1,ACH-000107,910915,CAPAN-2,PAAD,5.795871
MIRA-1,ACH-000108,1298219,KP-3,UNCLASSIFIED,5.359846
MIRA-1,ACH-000111,749711,HCC1187,BRCA,4.979756
MIRA-1,ACH-000112,909715,SIG-M5,LAML,3.850239
MIRA-1,ACH-000113,910947,OCI-AML2,LAML,3.592549
MIRA-1,ACH-000114,1240218,SU8686,PAAD,7.247311
MIRA-1,ACH-000115,1299075,VCaP,PRAD,5.530415
MIRA-1,ACH-000116,946360,OAW-28,OV,5.491035
MIRA-1,ACH-000117,1290798,EFM-192A,BRCA,6.057691
MIRA-1,ACH-000118,907285,HuP-T3,PAAD,7.287411
MIRA-1,ACH-000120,906820,CHP-212,NB,5.701782
MIRA-1,ACH-000121,687821,NCI-H2405,LUAD,8.255859
MIRA-1,ACH-000124,1330984,OCI-LY-19,DLBC,3.458799
MIRA-1,ACH-000129,1330964,NCI-H1341,SCLC,5.42146
MIRA-1,ACH-000132,1479995,JHOS-2,OV,5.192891
MIRA-1,ACH-000135,1298145,Hs-940-T,SKCM,3.676949
MIRA-1,ACH-000136,910567,CHP-126,NB,5.18424
MIRA-1,ACH-000137,687562,8-MG-BA,GBM,4.976001
MIRA-1,ACH-000138,906821,CFPAC-1,PAAD,5.736892
MIRA-1,ACH-000139,925346,PANC-03-27,PAAD,6.157728
MIRA-1,ACH-000142,1290730,CAL-29,BLCA,5.331988
MIRA-1,ACH-000144,1240209,RERF-GC-1B,STAD,5.72778
MIRA-1,ACH-000145,909720,SK-LMS-1,UNCLASSIFIED,4.773974
MIRA-1,ACH-000146,909771,THP-1,LAML,5.122118
MIRA-1,ACH-000147,905945,T47D,BRCA,5.846368
MIRA-1,ACH-000148,905957,Hs-578-T,BRCA,5.382636
MIRA-1,ACH-000149,717431,SK-N-SH,NB,5.115906
MIRA-1,ACH-000151,1327768,JM1,DLBC,4.073823
MIRA-1,ACH-000153,688058,NCI-H2052,MESO,6.423167
MIRA-1,ACH-000155,910907,SW1990,PAAD,6.146289
MIRA-1,ACH-000156,908133,MHH-CALL-4,,1.77358
MIRA-1,ACH-000157,910934,A4-Fuk,DLBC,4.716541
MIRA-1,ACH-000159,909250,OS-RC-2,KIRC,5.848277
MIRA-1,ACH-000161,906805,COR-L105,LUAD,6.726106
MIRA-1,ACH-000162,1303896,GA-10,UNCLASSIFIED,1.963461
MIRA-1,ACH-000168,908451,NOMO-1,LAML,4.419744
MIRA-1,ACH-000169,909264,RD,UNCLASSIFIED,5.636908
MIRA-1,ACH-000171,909781,VMRC-RCZ,KIRC,7.2923
MIRA-1,ACH-000174,906828,CAL-62,THCA,5.608795
MIRA-1,ACH-000176,1298226,LOU-NH91,LUSC,6.114263
MIRA-1,ACH-000177,1330975,NCI-H660,OTHER,5.017501
MIRA-1,ACH-000178,1298141,Hs-766T,PAAD,7.17378
MIRA-1,ACH-000181,909709,SCC-9,HNSC,5.734127
MIRA-1,ACH-000183,924239,L-363,MM,3.361149
MIRA-1,ACH-000186,1298356,NCI-H2444,UNCLASSIFIED,6.727672
MIRA-1,ACH-000187,687980,COR-L311,SCLC,5.328419
MIRA-1,ACH-000188,910701,SCC-25,HNSC,5.008444
MIRA-1,ACH-000189,909974,RCC10RGB,KIRC,6.621953
MIRA-1,ACH-000191,906696,BHT-101,THCA,5.710255
MIRA-1,ACH-000192,908129,MFE-280,UCEC,6.285206
MIRA-1,ACH-000193,1327775,KARPAS-620,MM,5.100675
MIRA-1,ACH-000196,749713,HCC1599,BRCA,2.361603
MIRA-1,ACH-000197,909762,TALL-1,ALL,2.497855
MIRA-1,ACH-000198,906856,EoL-1-cell,UNCLASSIFIED,4.251546
MIRA-1,ACH-000200,908449,NMC-G1,LGG,8.072556
MIRA-1,ACH-000201,910784,A204,UNCLASSIFIED,6.425296
MIRA-1,ACH-000204,907791,LP-1,MM,5.271826
MIRA-1,ACH-000207,906837,Detroit562,HNSC,5.574733
MIRA-1,ACH-000210,753539,CADO-ES1,UNCLASSIFIED,4.026794
MIRA-1,ACH-000211,906833,Daoy,MB,4.712163
MIRA-1,ACH-000212,906826,CAL-120,BRCA,6.743635
MIRA-1,ACH-000213,907286,HuP-T4,PAAD,5.914777
MIRA-1,ACH-000217,1240159,JHH-6,LIHC,6.762139
MIRA-1,ACH-000218,1330991,PL-21,LAML,2.565239
MIRA-1,ACH-000219,906793,A375,SKCM,5.229079
MIRA-1,ACH-000221,1240217,SNU-398,LIHC,5.25451
MIRA-1,ACH-000222,910702,AsPC-1,PAAD,8.497832
MIRA-1,ACH-000223,749714,HCC1937,BRCA,6.50998
MIRA-1,ACH-000225,906849,ECC12,UNCLASSIFIED,5.094523
MIRA-1,ACH-000226,1331040,SUP-M2,UNCLASSIFIED,4.098379
MIRA-1,ACH-000227,907314,KP-N-YN,NB,5.079951
MIRA-1,ACH-000228,1290725,BICR31,HNSC,4.746524
MIRA-1,ACH-000231,907271,KALS-1,LGG,6.117908
MIRA-1,ACH-000232,905983,U251,GBM,5.839718
MIRA-1,ACH-000233,906836,DEL,UNCLASSIFIED,1.300802
MIRA-1,ACH-000235,1298476,PANC-04-03,PAAD,8.531256
MIRA-1,ACH-000236,909747,SW1417,COREAD,8.297374
MIRA-1,ACH-000238,910904,SCC-4,HNSC,6.201666
MIRA-1,ACH-000242,687455,RT4,BLCA,5.869662
MIRA-1,ACH-000243,1290797,DAN-G,PAAD,5.336744
MIRA-1,ACH-000244,906839,DK-MG,GBM,6.423358
MIRA-1,ACH-000245,910706,BL-41,UNCLASSIFIED,2.720856
MIRA-1,ACH-000247,1298358,OCUM-1,STAD,6.053897
MIRA-1,ACH-000248,910704,AU565,BRCA,4.739842
MIRA-1,ACH-000249,1290769,CL-11,COREAD,6.158049
MIRA-1,ACH-000250,1298169,KMRC-20,KIRC,6.210797
MIRA-1,ACH-000252,917486,LS-1034,COREAD,5.980051
MIRA-1,ACH-000254,910911,SCC-15,HNSC,5.825566
MIRA-1,ACH-000257,910937,COR-L279,SCLC,4.494957
MIRA-1,ACH-000258,906844,DU-4475,BRCA,4.668065
MIRA-1,ACH-000259,753618,KELLY,NB,3.259736
MIRA-1,ACH-000260,724828,SK-N-AS,NB,5.514675
MIRA-1,ACH-000263,907275,KASUMI-1,LAML,4.05525
MIRA-1,ACH-000264,724859,Calu-6,LUAD,6.356289
MIRA-1,ACH-000265,753572,KP-4,PAAD,5.357469
MIRA-1,ACH-000267,924110,HDLM-2,UNCLASSIFIED,5.290381
MIRA-1,ACH-000269,910933,AM-38,GBM,5.597285
